Date,GLD,SPY,TLT
2009-08-20,92.27,80.694084,69.689384
2009-08-21,93.65,82.27616,68.25542
2009-08-24,92.34,82.26817,69.49286
2009-08-25,92.76,82.42798,69.885925
2009-08-26,92.79,82.43597,70.2062
2009-08-27,93.19,82.61974,69.929596
2009-08-28,93.87,82.60376,70.24988
2009-08-31,93.4,81.86866,70.315384
2009-09-01,93.9,80.06284,70.14524
2009-09-02,96.19,79.75922,71.16756
2009-09-03,97.46,80.42242,70.72942
2009-09-04,97.529,81.54904,69.52455
2009-09-08,97.43,82.2522,69.03531
2009-09-09,97.08,82.88343,68.95498
2009-09-10,97.7,83.7304,70.22557
2009-09-11,98.78,83.71442,70.61259
2009-09-14,97.96,84.121925,69.91157
2009-09-15,98.9,84.473495,69.553764
2009-09-16,99.91,85.751945,69.6779
2009-09-17,99.34,85.6241,70.55417
2009-09-18,98.67,85.678955,69.92618
2009-09-21,98.36,85.46219,70.08683
2009-09-22,99.67,85.95995,70.23287
2009-09-23,98.83,85.24542,70.44463
2009-09-24,97.55,84.30611,70.6491
2009-09-25,97.0,83.856514,71.54727
2009-09-28,97.05,85.35782,72.17526
2009-09-29,97.43,85.100914,72.10954
2009-09-30,98.85,84.77174,72.04383
2009-10-01,97.89,82.66831,73.0305
2009-10-02,98.37,82.28294,72.525085
2009-10-05,99.82,83.51129,72.5324
2009-10-06,102.28,84.70753,71.81455
2009-10-07,102.36,84.940346,72.65693
2009-10-08,103.64,85.590645,71.89513
2009-10-09,102.84,86.112495,70.247
2009-10-12,103.56,86.449684,70.35687
2009-10-13,104.26,86.273056,70.72313
2009-10-14,104.18,87.75831,69.675644
2009-10-15,102.86,88.079445,69.35335
2009-10-16,103.18,87.42112,69.917366
2009-10-19,104.23,88.14367,70.46674
2009-10-20,103.42,87.678024,70.84765
2009-10-21,103.745,86.89124,70.4228
2009-10-22,103.92,87.77437,70.07852
2009-10-23,103.49,86.77082,69.55112
2009-10-26,101.86,85.8315,68.65014
2009-10-27,101.85,85.4381,69.587746
2009-10-28,100.73,83.8244,69.917366
2009-10-29,102.688,85.62276,69.15557
2009-10-30,102.53,83.14198,70.159096
2009-11-02,103.95,83.752144,69.84898
2009-11-03,106.46,84.01708,69.150856
2009-11-04,107.1,84.23385,68.518875
2009-11-05,106.98,85.783325,68.518875
2009-11-06,107.43,86.00812,68.585014
2009-11-09,108.19,87.96705,68.66585
2009-11-10,108.39,87.9831,68.54092
2009-11-11,109.6,88.43269,68.82752
2009-11-12,108.21,87.533516,68.70259
2009-11-13,109.74,88.007195,69.018585
2009-11-16,111.63,89.2837,69.826935
2009-11-17,111.97,89.38807,70.20171
2009-11-18,112.25,89.33187,69.79019
2009-11-19,112.3,88.167755,69.915115
2009-11-20,112.94,87.85465,69.90042
2009-11-23,114.29,88.9706,69.81224
2009-11-24,114.73,89.10708,70.25316
2009-11-25,116.62,89.42018,70.5765
2009-11-27,115.06,87.96705,70.84105
2009-11-30,115.64,88.2641,71.01007
2009-12-01,117.38,89.355965,70.21905
2009-12-02,119.18,89.31582,70.27802
2009-12-03,118.7,88.61735,69.54819
2009-12-04,113.753,89.12314,68.810974
2009-12-07,113.11,88.98665,68.899445
2009-12-08,110.95,87.99916,69.002655
2009-12-09,110.84,88.32832,68.68565
2009-12-10,110.82,88.82609,67.89684
2009-12-11,109.32,89.20342,67.889465
2009-12-14,110.24,89.813576,67.97056
2009-12-15,110.21,89.3961,67.668304
2009-12-16,111.59,89.53258,67.58721
2009-12-17,107.34,88.45678,68.7004
2009-12-18,108.95,88.957375,68.40552
2009-12-21,106.95,89.8614,67.18912
2009-12-22,106.17,90.184265,66.81314
2009-12-23,106.55,90.36183,66.82789
2009-12-24,108.36,90.789635,66.13491
2009-12-28,108.55,90.98335,65.950615
2009-12-29,107.47,90.8542,66.38564
2009-12-30,106.93,90.821915,66.82214
2009-12-31,107.31,89.95019,66.50401
2010-01-04,109.8,91.47572,66.444824
2010-01-05,109.7,91.717865,66.87393
2010-01-06,111.51,91.78244,65.97873
2010-01-07,110.82,92.16988,66.08971
2010-01-08,111.37,92.4766,66.06011
2010-01-11,112.85,92.60575,65.69759
2010-01-12,110.49,91.74209,66.82214
2010-01-13,111.54,92.51696,66.04531
2010-01-14,112.03,92.76718,66.97011
2010-01-15,110.86,91.725945,67.38442
2010-01-19,111.52,92.87211,67.19206
2010-01-20,108.94,91.927734,67.87271
2010-01-21,107.37,90.16004,68.18345
2010-01-22,107.17,88.150215,68.06507
2010-01-25,107.48,88.60222,67.75434
2010-01-26,107.56,88.23093,67.776535
2010-01-27,106.53,88.65066,67.73954
2010-01-28,106.48,87.63363,67.70255
2010-01-29,105.96,86.681175,68.29442
2010-02-01,108.35,88.02914,67.67447
2010-02-02,109.13,89.09459,67.86751
2010-02-03,108.7,88.65066,67.080505
2010-02-04,104.37,85.914375,68.14221
2010-02-05,104.68,86.09195,68.29071
2010-02-08,104.04,85.470436,68.3798
2010-02-09,105.41,86.54396,67.69675
2010-02-10,105.12,86.37446,67.05081
2010-02-11,107.13,87.27847,66.68701
2010-02-12,107.04,87.20583,66.961716
2010-02-16,109.62,88.57801,67.08794
2010-02-17,109.25,88.997734,66.32321
2010-02-18,109.98,89.52239,66.05592
2010-02-19,109.47,89.70804,66.4123
2010-02-22,109.07,89.72418,66.137596
2010-02-23,107.89,88.63451,67.1696
2010-02-24,107.36,89.449745,67.33295
2010-02-25,108.31,89.32867,67.71159
2010-02-26,109.43,89.38517,68.06054
2010-03-01,109.43,90.31341,68.030754
2010-03-02,111.02,90.56363,67.941376
2010-03-03,111.63,90.64435,67.77007
2010-03-04,110.83,90.91878,68.12758
2010-03-05,110.81,92.218315,67.2338
2010-03-08,109.88,92.23445,66.88375
2010-03-09,109.718,92.38782,66.89864
2010-03-10,108.47,92.79947,66.72734
2010-03-11,108.6,93.186905,66.97312
2010-03-12,107.95,93.19498,67.39022
2010-03-15,108.36,93.21919,67.30084
2010-03-16,110.4,93.961784,67.837105
2010-03-17,109.59,94.51872,68.12758
2010-03-18,110.34,94.4703,67.90414
2010-03-19,108.28,93.99242,67.97117
2010-03-22,107.75,94.49492,68.04565
2010-03-23,108.32,95.15952,67.72538
2010-03-24,106.3,94.69754,66.489
2010-03-25,106.78,94.54355,66.06446
2010-03-26,108.59,94.48682,66.25066
2010-03-29,108.75,95.08658,65.99743
2010-03-30,107.97,95.15141,66.20597
2010-03-31,108.95,94.82722,66.66031
2010-04-01,110.26,95.47562,66.49733
2010-04-05,110.89,96.253685,65.390915
2010-04-06,111.03,96.48062,65.495575
2010-04-07,112.49,95.92949,66.33287
2010-04-08,112.65,96.26178,66.36277
2010-04-09,113.64,96.89397,66.51977
2010-04-12,113.01,97.04796,66.871124
2010-04-13,112.69,97.1209,67.08792
2010-04-14,113.03,98.22317,66.61695
2010-04-15,113.65,98.30422,66.6917
2010-04-16,111.24,96.739975,67.177635
2010-04-19,111.15,97.10469,67.01317
2010-04-20,111.46,97.97192,67.252396
2010-04-21,112.31,97.79361,67.8056
2010-04-22,111.84,98.08538,67.60375
2010-04-23,113.19,98.72567,67.36453
2010-04-26,112.75,98.352844,67.439285
2010-04-27,114.63,96.02675,68.38872
2010-04-28,114.31,96.75618,67.8056
2010-04-29,114.28,97.95571,68.08968
2010-04-30,115.36,96.294205,68.87464
2010-05-03,115.73,97.54236,68.78462
2010-05-04,114.87,95.24867,70.02243
2010-05-05,115.09,94.68133,70.435036
2010-05-06,118.49,91.53664,72.61057
2010-05-07,118.27,90.17501,71.70285
2010-05-10,117.57,94.146416,70.217476
2010-05-11,120.66,93.87895,70.03744
2010-05-12,121.4,95.19194,69.50481
2010-05-13,120.56,94.00862,69.96242
2010-05-14,120.37,92.306595,71.17772
2010-05-17,119.36,92.355225,70.91515
2010-05-18,119.49,91.09897,72.00293
2010-05-19,116.63,90.58026,72.24299
2010-05-20,115.84,87.159996,73.76586
2010-05-21,115.22,88.432465,73.84088
2010-05-24,116.84,87.297775,73.585815
2010-05-25,117.36,87.38693,73.94591
2010-05-26,118.47,86.86011,73.735855
2010-05-27,118.69,89.76977,72.062935
2010-05-28,118.881,88.64319,72.39302
2010-06-01,119.91,87.151886,72.90186
2010-06-02,119.78,89.42126,72.20936
2010-06-03,117.96,89.72924,71.68245
2010-06-04,119.19,86.57644,73.609436
2010-06-07,121.49,85.49849,74.17398
2010-06-08,121.0025,86.414345,73.805145
2010-06-09,120.56,85.95237,73.72234
2010-06-10,118.97,88.46488,72.40507
2010-06-11,120.01,88.89444,73.323395
2010-06-14,119.6,88.75666,72.94704
2010-06-15,120.99,90.77477,72.64594
2010-06-16,120.33,90.742355,73.05994
2010-06-17,121.9,90.888245,73.654594
2010-06-18,122.83,90.98701,73.534164
2010-06-21,120.39,90.72642,73.323395
2010-06-22,121.45,89.22802,74.19656
2010-06-23,120.95,88.95114,74.70089
2010-06-24,121.3,87.47717,74.25678
2010-06-25,122.76,87.84363,74.55788
2010-06-28,121.09,87.56675,75.25791
2010-06-29,121.27,84.86311,76.078384
2010-06-30,121.68,84.056915,76.59024
2010-07-01,117.04,83.68231,76.711044
2010-07-02,118.49,83.22627,76.09947
2010-07-06,116.51,83.7719,76.72615
2010-07-07,117.73,86.41038,75.82766
2010-07-08,117.21,87.26544,75.344444
2010-07-09,118.36,87.916916,74.91408
2010-07-12,117.34,87.97392,74.88387
2010-07-13,118.36,89.30131,74.242096
2010-07-14,118.3,89.29317,74.98958
2010-07-15,118.23,89.3176,75.73705
2010-07-16,116.67,86.85827,76.107025
2010-07-19,115.73,87.37131,75.6389
2010-07-20,116.65,88.34038,75.75216
2010-07-21,115.85,87.19215,77.035706
2010-07-22,116.863,89.138435,76.144775
2010-07-23,116.09,89.91207,75.33689
2010-07-26,115.52,90.848564,75.208534
2010-07-27,113.51,90.84042,74.48371
2010-07-28,113.78,90.2541,74.72532
2010-07-29,114.288,89.81435,74.70267
2010-07-30,115.49,89.79806,75.86542
2010-08-02,115.54,91.82578,74.80041
2010-08-03,115.99,91.38604,75.23216
2010-08-04,116.72,91.996796,74.65649
2010-08-05,116.98,91.89907,75.00492
2010-08-06,117.84,91.524475,75.82299
2010-08-09,117.4,92.013084,75.54273
2010-08-10,117.73,91.51633,75.7018
2010-08-11,117.34,89.00815,76.71681
2010-08-12,118.77,88.46253,76.52744
2010-08-13,118.74,88.201935,77.48186
2010-08-16,119.73,88.161224,79.42098
2010-08-17,119.75,89.2443,78.96651
2010-08-18,120.22,89.40717,79.1786
2010-08-19,120.39,87.85177,80.41328
2010-08-20,119.97,87.56675,80.32238
2010-08-23,119.78,87.23287,80.337524
2010-08-24,120.36,85.93806,81.62524
2010-08-25,121.36,86.27194,81.36012
2010-08-26,120.96,85.693756,82.12516
2010-08-27,121.01,87.02113,79.79972
2010-08-30,120.91,85.758896,81.32982
2010-08-31,122.08,85.758896,82.23121
2010-09-01,121.69,88.32409,80.530945
2010-09-02,122.29,89.14658,79.680046
2010-09-03,121.86,90.302956,78.692406
2010-09-07,122.7,89.28502,80.303024
2010-09-08,122.71,89.91207,79.664856
2010-09-09,121.56,90.327385,78.092224
2010-09-10,121.73,90.783424,77.73515
2010-09-13,121.62,91.79321,78.11501
2010-09-14,124.02,91.736206,78.86714
2010-09-15,123.94,92.08638,77.69716
2010-09-16,124.63,92.06195,76.92984
2010-09-17,124.5425,92.096436,77.241325
2010-09-20,124.87,93.504616,77.68957
2010-09-21,126.01,93.316315,78.76838
2010-09-22,126.2,92.857834,79.47492
2010-09-23,126.3,92.10462,79.70284
2010-09-24,126.69,94.00403,78.63163
2010-09-27,126.72,93.553734,79.99914
2010-09-28,127.85,93.88122,80.546135
2010-09-29,127.95,93.717476,80.21186
2010-09-30,127.91,93.43912,80.158676
2010-10-01,128.91,93.8321,79.77129
2010-10-04,128.46,93.128006,79.97719
2010-10-05,130.99,95.00285,79.49677
2010-10-06,131.81,94.99466,80.49573
2010-10-07,130.37,94.88004,79.82468
2010-10-08,131.66,95.4122,79.4739
2010-10-11,132.292,95.50226,79.48915
2010-10-12,131.96,95.797,78.70371
2010-10-13,134.07,96.542015,78.5817
2010-10-14,134.75,96.16541,77.40584
2010-10-15,133.68,96.3619,76.461784
2010-10-18,134.28,96.836754,77.07947
2010-10-19,130.11,95.56776,77.544624
2010-10-20,131.32,96.50108,77.71239
2010-10-21,129.47,96.71394,76.78969
2010-10-22,129.73,96.894066,77.30823
2010-10-25,130.85,97.18061,77.52937
2010-10-26,130.88,97.19698,76.33215
2010-10-27,129.52,96.918625,75.6611
2010-10-28,131.24,96.935,75.86699
2010-10-29,132.62,97.00868,76.57617
2010-11-01,131.92,97.04143,76.24647
2010-11-02,132.49,97.81102,77.248604
2010-11-03,131.57,98.203995,75.67272
2010-11-04,136.03,100.095215,76.26177
2010-11-05,136.38,100.47182,74.953636
2010-11-08,137.78,100.283516,75.29023
2010-11-09,135.59,99.56305,73.6302
2010-11-10,137.24,99.96422,73.72965
2010-11-11,137.66,99.58761,73.69141
2010-11-12,133.69,98.40867,73.29361
2010-11-15,132.42,98.26949,71.763626
2010-11-16,130.968,96.73851,73.54606
2010-11-17,130.38,96.787636,73.14061
2010-11-18,132.09,98.21218,73.43896
2010-11-19,132.2,98.48236,73.8903
2010-11-22,133.48,98.40049,74.20395
2010-11-23,134.41,96.97593,74.571144
2010-11-24,134.18,98.40867,73.24006
2010-11-26,132.82,97.26248,74.25749
2010-11-29,133.51,97.55722,74.89244
2010-11-30,135.42,97.00868,75.282585
2010-12-01,135.38,99.07183,73.609116
2010-12-02,135.2,100.34082,73.417206
2010-12-03,138.07,100.611,72.84148
2010-12-06,139.11,100.50457,73.87012
2010-12-07,136.5,100.561874,72.28877
2010-12-08,134.79,100.93029,71.590225
2010-12-09,135.37,101.32327,71.94334
2010-12-10,135.408,101.91274,71.50578
2010-12-13,136.05,101.97823,71.77446
2010-12-14,136.18,102.0683,70.73046
2010-12-15,134.7,101.60163,69.809296
2010-12-16,133.81,102.1911,70.29291
2010-12-17,134.2,102.30036,71.57487
2010-12-20,135.11,102.547264,71.49811
2010-12-21,135.32,103.19744,71.99707
2010-12-22,135.05,103.51842,71.48276
2010-12-23,134.66,103.37028,71.3369
2010-12-27,135.02,103.41143,71.974045
2010-12-28,137.22,103.55957,70.56445
2010-12-29,137.71,103.63364,71.75837
2010-12-30,137.03,103.46904,71.704445
2010-12-31,138.72,103.49373,72.49783
2011-01-03,138.0,104.563644,71.95094
2011-01-04,134.75,104.506035,72.03566
2011-01-05,134.37,105.04922,70.448906
2011-01-06,133.83,104.84347,70.75702
2011-01-07,133.58,104.63771,71.134445
2011-01-10,134.12,104.506035,71.519585
2011-01-11,134.91,104.87639,71.11905
2011-01-12,135.46,105.82285,70.56445
2011-01-13,134.05,105.65002,71.196075
2011-01-14,132.69,106.41542,70.74161
2011-01-18,133.43,106.59649,70.4104
2011-01-19,133.72,105.551254,70.91878
2011-01-20,131.2,105.41135,69.94054
2011-01-21,131.03,105.65002,70.495125
2011-01-24,130.36,106.250824,70.52593
2011-01-25,130.1,106.308426,71.196075
2011-01-26,131.16,106.71993,70.11769
2011-01-27,127.93,106.9833,70.43351
2011-01-28,130.28,105.11506,70.80323
2011-01-31,129.87,105.90514,70.264046
2011-02-01,130.8,107.60056,69.9162
2011-02-02,130.45,107.394806,69.93166
2011-02-03,132.2,107.63348,69.35192
2011-02-04,131.66,107.93799,68.648506
2011-02-07,131.68,108.61286,69.00408
2011-02-08,133.14,109.106674,68.37023
2011-02-09,133.07,108.85977,68.96543
2011-02-10,132.85,108.900925,68.169266
2011-02-11,132.3225,109.551094,69.15095
2011-02-14,132.95,109.81445,69.19733
2011-02-15,133.97,109.46879,69.506516
2011-02-16,134.1,110.160126,69.28236
2011-02-17,135.04,110.48933,69.39057
2011-02-18,135.41,110.71977,69.17413
2011-02-22,136.29,108.49764,70.20994
2011-02-23,137.51,107.831,70.46502
2011-02-24,136.48,107.75692,70.913345
2011-02-25,137.384,108.90915,71.33076
2011-02-28,137.661,109.58401,71.423515
2011-03-01,140.03,107.75692,71.63057
2011-03-02,139.917,107.98738,70.52939
2011-03-03,138.09,109.84738,69.83922
2011-03-04,139.35,109.02437,70.42082
2011-03-07,139.721,108.16843,69.971054
2011-03-08,139.36,109.1149,69.54454
2011-03-09,139.41,108.95853,70.21921
2011-03-10,137.77,106.94215,71.39793
2011-03-11,138.22,107.68285,70.99468
2011-03-14,138.86,107.032684,70.96366
2011-03-15,136.27,105.80639,72.026054
2011-03-16,136.24,103.847626,72.84031
2011-03-17,136.97,105.22205,72.28197
2011-03-18,138.37,105.605034,72.47583
2011-03-21,139.14,107.241684,72.049324
2011-03-22,139.05,106.869705,72.28972
2011-03-23,140.34,107.17555,72.19666
2011-03-24,139.22,108.200516,71.65383
2011-03-25,139.26,108.53116,71.47547
2011-03-28,138.54,108.26665,71.57629
2011-03-29,138.21,108.99405,71.025696
2011-03-30,138.67,109.74625,71.5918
2011-03-31,139.86,109.59746,71.44445
2011-04-01,139.19,110.06034,71.79177
2011-04-04,139.84,110.15127,71.869644
2011-04-05,142.05,110.13474,71.58151
2011-04-06,142.38,110.48191,70.50685
2011-04-07,142.51,110.200874,70.366684
2011-04-08,143.66,109.82064,69.99288
2011-04-11,142.64,109.490005,70.05518
2011-04-12,141.61,108.67168,70.81056
2011-04-13,141.9,108.663414,71.25444
2011-04-14,143.81,108.74607,71.19993
2011-04-15,145.05,109.14283,72.165565
2011-04-18,145.93,107.91948,72.329094
2011-04-19,145.93,108.53942,72.640594
2011-04-20,146.5,110.01902,72.173355
2011-04-21,146.74,110.5811,72.11105
2011-04-25,146.87,110.46538,72.383606
2011-04-26,146.38,111.41595,73.08447
2011-04-27,149.2,112.14335,72.33688
2011-04-28,149.82,112.50705,72.889786
2011-04-29,152.37,112.77155,73.11562
2011-05-02,150.41,112.59798,73.23293
2011-05-03,149.88,112.19295,73.64743
2011-05-04,147.73,111.44902,73.9759
2011-05-05,143.47,110.44058,74.679756
2011-05-06,145.3,110.92826,74.35129
2011-05-09,147.38,111.35809,74.27309
2011-05-10,147.9,112.30866,73.74128
2011-05-11,146.54,111.12665,74.1636
2011-05-12,146.59,111.65566,73.69436
2011-05-13,145.63,110.796005,74.359116
2011-05-16,145.37,110.093414,74.773605
2011-05-17,144.74,110.07688,75.54003
2011-05-18,145.6,111.060524,74.53899
2011-05-19,145.65,111.32502,74.507706
2011-05-20,147.49,110.44058,74.54681
2011-05-23,147.83,109.15936,74.90656
2011-05-24,148.59,109.068436,75.1881
2011-05-25,148.58,109.43214,74.836174
2011-05-26,148.22,109.936356,75.47747
2011-05-27,149.7,110.35792,75.44619
2011-05-31,149.64,111.506874,75.61825
2011-06-01,149.91,109.00231,76.64022
2011-06-02,149.5,108.88659,75.18026
2011-06-03,150.22,107.80376,75.61197
2011-06-06,150.48,106.66306,75.03897
2011-06-07,150.42,106.59695,75.38434
2011-06-08,149.81,106.15058,75.97304
2011-06-09,150.56,106.96063,75.666916
2011-06-10,149.24,105.47278,76.24776
2011-06-13,147.77,105.555435,75.863144
2011-06-14,148.67,106.894516,74.717155
2011-06-15,149.12,104.993355,76.07507
2011-06-16,148.97,105.2248,76.42044
2011-06-17,149.94,105.53849,76.05938
2011-06-20,150.03,106.07843,76.153564
2011-06-21,150.76,107.53213,75.81605
2011-06-22,150.99,106.88419,75.863144
2011-06-23,148.34,106.57684,76.44399
2011-06-24,146.26,105.33912,76.12217
2011-06-27,145.73,106.277794,75.07822
2011-06-28,146.24,107.66504,74.47382
2011-06-29,147.18,108.5871,73.97932
2011-06-30,146.0,109.62546,73.86158
2011-07-01,144.93,111.245285,73.74344
2011-07-05,147.63,111.153915,73.90883
2011-07-06,148.91,111.28683,74.28689
2011-07-07,149.15,112.441475,74.06636
2011-07-08,150.25,111.64401,75.11388
2011-07-11,151.59,109.62546,76.24015
2011-07-12,152.77,109.15196,76.50005
2011-07-13,154.14,109.51746,76.71271
2011-07-14,154.54,108.761536,75.61794
2011-07-15,155.2,109.39287,75.74395
2011-07-18,156.57,108.49573,75.01148
2011-07-19,154.66,110.256775,76.57094
2011-07-20,156.02,110.190315,75.66519
2011-07-21,154.83,111.71879,75.08237
2011-07-22,156.12,111.79354,75.649445
2011-07-25,157.34,111.17053,74.82246
2011-07-26,157.77,110.75519,75.334404
2011-07-27,157.19,108.48742,75.34228
2011-07-28,157.32,108.17176,75.62581
2011-07-29,158.29,107.43245,77.12226
2011-08-01,157.72,106.97557,77.900635
2011-08-02,161.52,104.242615,80.23971
2011-08-03,161.49,104.80748,80.39775
2011-08-04,160.64,99.89814,83.25838
2011-08-05,161.75,99.74862,80.85609
2011-08-08,167.12,93.25266,83.40852
2011-08-09,168.61,97.58884,83.6614
2011-08-10,174.58,93.27758,86.15061
2011-08-11,170.75,97.46423,81.80436
2011-08-12,169.97,98.120476,83.424324
2011-08-15,171.8,100.19719,82.57878
2011-08-16,173.92,99.341576,83.94588
2011-08-17,174.42,99.408035,85.415695
2011-08-18,177.72,95.121704,87.170006
2011-08-19,179.95,93.56832,87.87331
2011-08-22,184.59,93.64308,87.65205
2011-08-23,177.67,96.72492,86.44299
2011-08-24,171.65,98.08725,83.98539
2011-08-25,172.36,96.59201,84.89415
2011-08-26,177.47,97.99587,85.73179
2011-08-29,173.89,100.81189,84.54645
2011-08-30,179.1,101.07771,85.90564
2011-08-31,177.72,101.52628,84.57806
2011-09-01,177.87,100.463005,86.37095
2011-09-02,183.238,97.89619,89.176796
2011-09-06,182.9,97.18179,90.10416
2011-09-07,177.08,99.92306,88.384186
2011-09-08,181.81,98.884705,89.176796
2011-09-09,180.7,96.29296,90.12793
2011-09-12,176.67,96.91598,90.223045
2011-09-13,178.54,97.80481,88.93901
2011-09-14,177.21,99.15883,89.692
2011-09-15,174.4,100.87004,88.32078
2011-09-16,176.03,101.467,88.96279
2011-09-19,173.31,100.45667,90.65898
2011-09-20,175.78,100.339775,91.03944
2011-09-21,173.59,97.38394,94.05137
2011-09-22,169.05,94.23606,97.58642
2011-09-23,159.8,94.80385,95.77133
2011-09-26,157.58,97.0583,94.233665
2011-09-27,160.63,98.143776,92.79111
2011-09-28,156.22,96.13982,92.75941
2011-09-29,157.7,96.89965,93.40142
2011-09-30,158.06,94.4782,95.74756
2011-10-03,160.96,91.789566,98.38252
2011-10-04,157.644,93.801865,97.134964
2011-10-05,159.46,95.53863,96.4357
2011-10-06,160.49,97.267044,94.65574
2011-10-07,159.18,96.61576,93.95647
2011-10-10,163.27,99.84714,92.62944
2011-10-11,162.1,99.947334,92.319534
2011-10-12,163.26,100.824066,90.976616
2011-10-13,162.3,100.62367,91.88249
2011-10-14,163.4,102.343735,90.54752
2011-10-17,162.62,100.38988,92.11293
2011-10-18,161.84,102.35208,91.5408
2011-10-19,159.87,101.14136,91.509026
2011-10-20,157.77,101.5839,90.85742
2011-10-21,159.52,103.51271,89.89593
2011-10-24,161.02,104.781876,90.04691
2011-10-25,165.59,102.74453,92.33543
2011-10-26,167.4,103.78825,90.72234
2011-10-27,169.55,107.403725,87.64715
2011-10-28,169.62,107.37868,88.56891
2011-10-31,167.34,104.79023,92.08115
2011-11-01,167.38,101.8678,95.163506
2011-11-02,169.06,103.5294,93.976456
2011-11-03,171.72,105.416466,92.68583
2011-11-04,170.85,104.77354,92.79737
2011-11-07,174.98,105.42482,93.38691
2011-11-08,173.53,106.77749,92.19189
2011-11-09,172.07,102.83637,94.10393
2011-11-10,171.14,103.804955,92.70177
2011-11-11,173.96,105.75881,92.13612
2011-11-14,173.2,104.75683,93.61795
2011-11-15,173.36,105.27452,93.49048
2011-11-16,171.51,103.60456,94.342926
2011-11-17,167.1,101.95964,95.09978
2011-11-18,167.62,101.8511,95.07587
2011-11-21,163.5,99.91394,95.64152
2011-11-22,165.31,99.5215,96.70907
2011-11-23,164.83,97.32549,97.65712
2011-11-25,163.4,97.14179,96.23903
2011-11-28,166.63,99.95569,96.19122
2011-11-29,166.88,100.23958,95.40251
2011-11-30,170.13,104.36439,93.91272
2011-12-01,169.63,104.347694,93.44152
2011-12-02,169.82,104.255844,94.751305
2011-12-05,167.32,105.39142,94.55963
2011-12-06,168.18,105.42482,93.65716
2011-12-07,169.4,105.81726,93.99259
2011-12-08,165.98,103.49601,95.1666
2011-12-09,166.4,105.24947,93.209915
2011-12-12,161.99,103.713104,94.24815
2011-12-13,158.45,102.74453,95.12666
2011-12-14,152.89,101.650696,96.923615
2011-12-15,152.33,102.01809,96.56423
2011-12-16,155.23,102.16946,97.690315
2011-12-19,154.87,101.077095,98.92822
2011-12-20,156.98,104.13571,96.4604
2011-12-21,157.16,104.33737,95.118675
2011-12-22,156.04,105.26168,95.518
2011-12-23,156.31,106.20279,94.4558
2011-12-27,154.91,106.28682,94.90448
2011-12-28,151.03,104.89196,96.65915
2011-12-29,150.34,105.97592,96.83542
2011-12-30,151.99,105.45495,97.147896
2012-01-03,155.92,107.135506,95.689674
2012-01-04,156.71,107.30356,94.55195
2012-01-05,157.78,107.58925,94.38369
2012-01-06,157.2,107.31196,95.12882
2012-01-09,156.5,107.57245,94.96056
2012-01-10,158.64,108.50516,94.80032
2012-01-11,159.67,108.56397,96.0342
2012-01-12,160.38,108.824455,95.897995
2012-01-13,159.26,108.261475,96.85144
2012-01-17,160.5,108.68161,97.30013
2012-01-18,161.6,109.88322,96.12234
2012-01-19,161.22,110.46301,94.80032
2012-01-20,162.07,110.87474,93.72669
2012-01-23,163.16,110.58905,93.13378
2012-01-24,162.01,110.46301,93.30204
2012-01-25,166.42,111.38731,93.0777
2012-01-26,167.27,110.815926,94.31158
2012-01-27,168.97,110.76551,94.60803
2012-01-30,168.03,110.387375,95.721725
2012-01-31,169.31,110.345375,96.82741
2012-02-01,169.56,111.31168,95.71828
2012-02-02,171.05,111.48814,95.678116
2012-02-03,167.64,113.051056,93.62208
2012-02-06,167.18,112.97543,94.55372
2012-02-07,169.7,113.26112,93.381134
2012-02-08,168.5,113.597244,93.453415
2012-02-09,168.02,113.74009,92.754684
2012-02-10,167.14,112.89981,93.9594
2012-02-13,167.51,113.74009,94.079865
2012-02-14,167.12,113.597244,94.57781
2012-02-15,168.108,113.06786,94.40916
2012-02-16,168.0,114.319885,93.654205
2012-02-17,167.35,114.62238,93.63011
2012-02-21,171.02,114.6728,92.594055
2012-02-22,172.94,114.30308,93.758606
2012-02-23,173.02,114.80725,93.758606
2012-02-24,172.231,115.05932,94.368996
2012-02-27,171.7,115.252594,95.20426
2012-02-28,173.49,115.5887,94.89104
2012-02-29,164.286,115.13496,94.312775
2012-03-01,166.61,115.731544,93.4249
2012-03-02,166.34,115.37863,94.302315
2012-03-05,165.65,114.90808,93.553696
2012-03-06,162.7,113.22752,94.6887
2012-03-07,163.63,114.01739,94.10912
2012-03-08,165.28,115.15176,93.167305
2012-03-09,166.3799,115.597115,93.35245
2012-03-12,165.07,115.60551,93.33635
2012-03-13,162.3,117.6894,91.694214
2012-03-14,159.57,117.56336,89.38394
2012-03-15,161.08,118.24398,89.52079
2012-03-16,161.3,118.407616,89.69788
2012-03-19,161.59,118.871796,88.62727
2012-03-20,160.13,118.525764,88.98146
2012-03-21,160.21,118.33166,89.98767
2012-03-22,159.57,117.479256,90.277466
2012-03-23,161.5329,117.85903,91.13073
2012-03-26,164.4,119.5132,90.66385
2012-03-27,163.24,119.14185,91.31588
2012-03-28,161.51,118.55109,91.18708
2012-03-29,161.28,118.34853,91.8713
2012-03-30,162.12,118.83803,90.31771
2012-04-02,162.94,119.707306,90.818085
2012-04-03,159.89,119.21781,89.24432
2012-04-04,157.21,118.03627,90.471054
2012-04-05,158.31,117.97719,91.12477
2012-04-09,159.37,116.652176,93.2554
2012-04-10,161.1,114.69418,94.312645
2012-04-11,161.065,115.62254,93.18276
